T,m,chi,E,Cv,dm/dbeta,binder,dbinder/dbeta
2.564,1.98422706e-01,4.16171701e+05,-9.46311256e-01,1.83439347e-01,2.74379353e+02,2.52539294e-01,2.21139935e+00
2.565,1.98318236e-01,4.15889024e+05,-9.46127553e-01,1.83966161e-01,2.75272024e+02,2.52202331e-01,2.22079318e+00
2.566,1.98213508e-01,4.15605391e+05,-9.45943323e-01,1.84494834e-01,2.76166298e+02,2.51864202e-01,2.23019710e+00
2.567,1.98108522e-01,4.15320799e+05,-9.45758563e-01,1.85025353e-01,2.77062148e+02,2.51524908e-01,2.23961104e+00
2.568,1.98003277e-01,4.15035243e+05,-9.45573271e-01,1.85557705e-01,2.77959546e+02,2.51184449e-01,2.24903491e+00
2.569,1.97897775e-01,4.14748722e+05,-9.45387447e-01,1.86091874e-01,2.78858466e+02,2.50842827e-01,2.25846865e+00
2.570,1.97792013e-01,4.14461232e+05,-9.45201087e-01,1.86627849e-01,2.79758879e+02,2.50500040e-01,2.26791216e+00
2.571,1.97685993e-01,4.14172770e+05,-9.45014190e-01,1.87165615e-01,2.80660757e+02,2.50156091e-01,2.27736536e+00
2.572,1.97579714e-01,4.13883333e+05,-9.44826755e-01,1.87705159e-01,2.81564074e+02,2.49810978e-01,2.28682817e+00
2.573,1.97473177e-01,4.13592919e+05,-9.44638780e-01,1.88246467e-01,2.82468801e+02,2.49464703e-01,2.29630048e+00
2.574,1.97366380e-01,4.13301525e+05,-9.44450262e-01,1.88789526e-01,2.83374911e+02,2.49117266e-01,2.30578220e+00
2.575,1.97259324e-01,4.13009147e+05,-9.44261200e-01,1.89334321e-01,2.84282376e+02,2.48768668e-01,2.31527324e+00
2.576,1.97152009e-01,4.12715784e+05,-9.44071592e-01,1.89880839e-01,2.85191168e+02,2.48418909e-01,2.32477348e+00
2.577,1.97044435e-01,4.12421432e+05,-9.43881438e-01,1.90429067e-01,2.86101260e+02,2.48067990e-01,2.33428283e+00
2.578,1.96936602e-01,4.12126088e+05,-9.43690734e-01,1.90978991e-01,2.87012625e+02,2.47715910e-01,2.34380117e+00
2.579,1.96828509e-01,4.11829752e+05,-9.43499479e-01,1.91530596e-01,2.87925233e+02,2.47362672e-01,2.35332839e+00
2.580,1.96720157e-01,4.11532419e+05,-9.43307672e-01,1.92083870e-01,2.88839058e+02,2.47008275e-01,2.36286437e+00
2.581,1.96611546e-01,4.11234087e+05,-9.43115311e-01,1.92638798e-01,2.89754071e+02,2.46652719e-01,2.37240900e+00
2.582,1.96502675e-01,4.10934755e+05,-9.42922394e-01,1.93195366e-01,2.90670245e+02,2.46296007e-01,2.38196215e+00
2.583,1.96393545e-01,4.10634419e+05,-9.42728920e-01,1.93753561e-01,2.91587551e+02,2.45938137e-01,2.39152369e+00
2.584,1.96284155e-01,4.10333077e+05,-9.42534886e-01,1.94313369e-01,2.92505962e+02,2.45579111e-01,2.40109349e+00
2.585,1.96174507e-01,4.10030728e+05,-9.42340292e-01,1.94874775e-01,2.93425450e+02,2.45218930e-01,2.41067143e+00
2.586,1.96064599e-01,4.09727369e+05,-9.42145136e-01,1.95437766e-01,2.94345986e+02,2.44857594e-01,2.42025736e+00
2.587,1.95954432e-01,4.09422997e+05,-9.41949416e-01,1.96002329e-01,2.95267543e+02,2.44495104e-01,2.42985114e+00
2.588,1.95844005e-01,4.09117611e+05,-9.41753131e-01,1.96568447e-01,2.96190092e+02,2.44131460e-01,2.43945263e+00
2.589,1.95733320e-01,4.08811208e+05,-9.41556279e-01,1.97136109e-01,2.97113606e+02,2.43766664e-01,2.44906168e+00
2.590,1.95622375e-01,4.08503787e+05,-9.41358858e-01,1.97705299e-01,2.98038055e+02,2.43400716e-01,2.45867814e+00
2.591,1.95511172e-01,4.08195346e+05,-9.41160868e-01,1.98276003e-01,2.98963412e+02,2.43033617e-01,2.46830186e+00
2.592,1.95399710e-01,4.07885882e+05,-9.40962306e-01,1.98848207e-01,2.99889649e+02,2.42665367e-01,2.47793268e+00
2.593,1.95287989e-01,4.07575394e+05,-9.40763171e-01,1.99421898e-01,3.00816736e+02,2.42295968e-01,2.48757043e+00
2.594,1.95176009e-01,4.07263881e+05,-9.40563461e-01,1.99997060e-01,3.01744646e+02,2.41925421e-01,2.49721496e+00
2.595,1.95063771e-01,4.06951339e+05,-9.40363176e-01,2.00573679e-01,3.02673350e+02,2.41553726e-01,2.50686609e+00
2.596,1.94951275e-01,4.06637768e+05,-9.40162314e-01,2.01151740e-01,3.03602819e+02,2.41180884e-01,2.51652366e+00
2.597,1.94838520e-01,4.06323166e+05,-9.39960872e-01,2.01731231e-01,3.04533025e+02,2.40806897e-01,2.52618749e+00
2.598,1.94725508e-01,4.06007532e+05,-9.39758851e-01,2.02312135e-01,3.05463939e+02,2.40431764e-01,2.53585739e+00
2.599,1.94612238e-01,4.05690863e+05,-9.39556247e-01,2.02894438e-01,3.06395533e+02,2.40055488e-01,2.54553320e+00
2.600,1.94498710e-01,4.05373158e+05,-9.39353061e-01,2.03478126e-01,3.07327777e+02,2.39678068e-01,2.55521471e+00
2.601,1.94384924e-01,4.05054416e+05,-9.39149291e-01,2.04063184e-01,3.08260644e+02,2.39299507e-01,2.56490175e+00
2.602,1.94270882e-01,4.04734635e+05,-9.38944934e-01,2.04649598e-01,3.09194103e+02,2.38919805e-01,2.57459411e+00
2.603,1.94156582e-01,4.04413814e+05,-9.38739991e-01,2.05237352e-01,3.10128126e+02,2.38538964e-01,2.58429161e+00
2.604,1.94042025e-01,4.04091952e+05,-9.38534459e-01,2.05826432e-01,3.11062685e+02,2.38156984e-01,2.59399404e+00
2.605,1.93927212e-01,4.03769047e+05,-9.38328338e-01,2.06416823e-01,3.11997749e+02,2.37773866e-01,2.60370120e+00
2.606,1.93812143e-01,4.03445098e+05,-9.38121625e-01,2.07008510e-01,3.12933290e+02,2.37389613e-01,2.61341288e+00
2.607,1.93696817e-01,4.03120104e+05,-9.37914320e-01,2.07601478e-01,3.13869278e+02,2.37004224e-01,2.62312887e+00
2.608,1.93581236e-01,4.02794064e+05,-9.37706422e-01,2.08195712e-01,3.14805685e+02,2.36617702e-01,2.63284896e+00
2.609,1.93465399e-01,4.02466977e+05,-9.37497929e-01,2.08791197e-01,3.15742481e+02,2.36230047e-01,2.64257292e+00
2.610,1.93349307e-01,4.02138841e+05,-9.37288839e-01,2.09387917e-01,3.16679637e+02,2.35841260e-01,2.65230055e+00
2.611,1.93232960e-01,4.01809655e+05,-9.37079152e-01,2.09985858e-01,3.17617122e+02,2.35451344e-01,2.66203160e+00
2.612,1.93116359e-01,4.01479419e+05,-9.36868867e-01,2.10585004e-01,3.18554908e+02,2.35060300e-01,2.67176586e+00
2.613,1.92999503e-01,4.01148132e+05,-9.36657982e-01,2.11185340e-01,3.19492966e+02,2.34668128e-01,2.68150309e+00
2.614,1.92882393e-01,4.00815793e+05,-9.36446496e-01,2.11786851e-01,3.20431264e+02,2.34274830e-01,2.69124305e+00
2.615,1.92765030e-01,4.00482401e+05,-9.36234408e-01,2.12389520e-01,3.21369774e+02,2.33880409e-01,2.70098551e+00
2.616,1.92647413e-01,4.00147955e+05,-9.36021716e-01,2.12993333e-01,3.22308466e+02,2.33484864e-01,2.71073021e+00
2.617,1.92529543e-01,3.99812455e+05,-9.35808421e-01,2.13598274e-01,3.23247310e+02,2.33088198e-01,2.72047693e+00
2.618,1.92411421e-01,3.99475899e+05,-9.35594520e-01,2.14204327e-01,3.24186277e+02,2.32690413e-01,2.73022539e+00
2.619,1.92293046e-01,3.99138288e+05,-9.35380012e-01,2.14811476e-01,3.25125335e+02,2.32291509e-01,2.73997535e+00
2.620,1.92174420e-01,3.98799621e+05,-9.35164896e-01,2.15419706e-01,3.26064455e+02,2.31891489e-01,2.74972656e+00
2.621,1.92055543e-01,3.98459896e+05,-9.34949172e-01,2.16029001e-01,3.27003607e+02,2.31490354e-01,2.75947874e+00
2.622,1.91936414e-01,3.98119115e+05,-9.34732838e-01,2.16639344e-01,3.27942761e+02,2.31088106e-01,2.76923164e+00
2.623,1.91817035e-01,3.97777275e+05,-9.34515893e-01,2.17250721e-01,3.28881886e+02,2.30684746e-01,2.77898498e+00
2.624,1.91697406e-01,3.97434378e+05,-9.34298336e-01,2.17863114e-01,3.29820953e+02,2.30280277e-01,2.78873850e+00
2.625,1.91577527e-01,3.97090422e+05,-9.34080166e-01,2.18476507e-01,3.30759930e+02,2.29874700e-01,2.79849191e+00
2.626,1.91457399e-01,3.96745407e+05,-9.33861383e-01,2.19090886e-01,3.31698788e+02,2.29468017e-01,2.80824493e+00
2.627,1.91337022e-01,3.96399333e+05,-9.33641984e-01,2.19706232e-01,3.32637495e+02,2.29060230e-01,2.81799729e+00
2.628,1.91216396e-01,3.96052199e+05,-9.33421970e-01,2.20322530e-01,3.33576022e+02,2.28651340e-01,2.82774869e+00
2.629,1.91095523e-01,3.95704006e+05,-9.33201339e-01,2.20939764e-01,3.34514337e+02,2.28241351e-01,2.83749885e+00
2.630,1.90974403e-01,3.95354754e+05,-9.32980090e-01,2.21557916e-01,3.35452410e+02,2.27830263e-01,2.84724747e+00
2.631,1.90853036e-01,3.95004442e+05,-9.32758223e-01,2.22176971e-01,3.36390210e+02,2.27418079e-01,2.85699424e+00
2.632,1.90731423e-01,3.94653070e+05,-9.32535736e-01,2.22796911e-01,3.37327706e+02,2.27004800e-01,2.86673887e+00
2.633,1.90609564e-01,3.94300639e+05,-9.32312629e-01,2.23417721e-01,3.38264867e+02,2.26590430e-01,2.87648106e+00
2.634,1.90487459e-01,3.93947148e+05,-9.32088900e-01,2.24039383e-01,3.39201663e+02,2.26174970e-01,2.88622049e+00
2.635,1.90365110e-01,3.93592598e+05,-9.31864550e-01,2.24661880e-01,3.40138062e+02,2.25758422e-01,2.89595685e+00
2.636,1.90242517e-01,3.93236988e+05,-9.31639576e-01,2.25285195e-01,3.41074034e+02,2.25340789e-01,2.90568982e+00
2.637,1.90119680e-01,3.92880320e+05,-9.31413979e-01,2.25909313e-01,3.42009546e+02,2.24922072e-01,2.91541909e+00
2.638,1.89996601e-01,3.92522592e+05,-9.31187757e-01,2.26534214e-01,3.42944568e+02,2.24502275e-01,2.92514432e+00
2.639,1.89873278e-01,3.92163806e+05,-9.30960910e-01,2.27159883e-01,3.43879069e+02,2.24081399e-01,2.93486519e+00
2.640,1.89749714e-01,3.91803962e+05,-9.30733437e-01,2.27786302e-01,3.44813017e+02,2.23659447e-01,2.94458137e+00
2.641,1.89625909e-01,3.91443060e+05,-9.30505337e-01,2.28413454e-01,3.45746380e+02,2.23236421e-01,2.95429252e+00
2.642,1.89501864e-01,3.91081101e+05,-9.30276610e-01,2.29041322e-01,3.46679128e+02,2.22812324e-01,2.96399831e+00
2.643,1.89377578e-01,3.90718085e+05,-9.30047255e-01,2.29669888e-01,3.47611229e+02,2.22387159e-01,2.97369839e+00
2.644,1.89253053e-01,3.90354013e+05,-9.29817270e-01,2.30299134e-01,3.48542651e+02,2.21960927e-01,2.98339242e+00
2.645,1.89128289e-01,3.89988885e+05,-9.29586656e-01,2.30929044e-01,3.49473363e+02,2.21533632e-01,2.99308004e+00
2.646,1.89003287e-01,3.89622702e+05,-9.29355412e-01,2.31559599e-01,3.50403333e+02,2.21105276e-01,3.00276090e+00
2.647,1.88878048e-01,3.89255465e+05,-9.29123537e-01,2.32190781e-01,3.51332529e+02,2.20675862e-01,3.01243465e+00
2.648,1.88752573e-01,3.88887173e+05,-9.28891030e-01,2.32822574e-01,3.52260919e+02,2.20245393e-01,3.02210092e+00
2.649,1.88626861e-01,3.88517829e+05,-9.28657891e-01,2.33454959e-01,3.53188472e+02,2.19813872e-01,3.03175935e+00
2.650,1.88500914e-01,3.88147433e+05,-9.28424120e-01,2.34087918e-01,3.54115155e+02,2.19381301e-01,3.04140957e+00
2.651,1.88374732e-01,3.87775986e+05,-9.28189715e-01,2.34721433e-01,3.55040938e+02,2.18947683e-01,3.05105121e+00
2.652,1.88248316e-01,3.87403489e+05,-9.27954677e-01,2.35355487e-01,3.55965787e+02,2.18513021e-01,3.06068389e+00
2.653,1.88121668e-01,3.87029942e+05,-9.27719004e-01,2.35990061e-01,3.56889671e+02,2.18077319e-01,3.07030724e+00
2.654,1.87994787e-01,3.86655347e+05,-9.27482697e-01,2.36625136e-01,3.57812557e+02,2.17640579e-01,3.07992087e+00
2.655,1.87867674e-01,3.86279704e+05,-9.27245754e-01,2.37260696e-01,3.58734414e+02,2.17202804e-01,3.08952439e+00
2.656,1.87740330e-01,3.85903016e+05,-9.27008175e-01,2.37896720e-01,3.59655209e+02,2.16763998e-01,3.09911742e+00
2.657,1.87612756e-01,3.85525282e+05,-9.26769960e-01,2.38533192e-01,3.60574911e+02,2.16324163e-01,3.10869956e+00
2.658,1.87484953e-01,3.85146505e+05,-9.26531109e-01,2.39170092e-01,3.61493486e+02,2.15883304e-01,3.11827042e+00
2.659,1.87356921e-01,3.84766685e+05,-9.26291620e-01,2.39807402e-01,3.62410903e+02,2.15441422e-01,3.12782959e+00
2.660,1.87228662e-01,3.84385823e+05,-9.26051494e-01,2.40445103e-01,3.63327129e+02,2.14998522e-01,3.13737668e+00
2.661,1.87100175e-01,3.84003922e+05,-9.25810729e-01,2.41083177e-01,3.64242132e+02,2.14554608e-01,3.14691126e+00
2.662,1.86971462e-01,3.83620982e+05,-9.25569327e-01,2.41721605e-01,3.65155880e+02,2.14109681e-01,3.15643294e+00
2.663,1.86842524e-01,3.83237005e+05,-9.25327286e-01,2.42360368e-01,3.66068339e+02,2.13663747e-01,3.16594129e+00
2.664,1.86713361e-01,3.82851993e+05,-9.25084606e-01,2.42999447e-01,3.66979478e+02,2.13216808e-01,3.17543591e+00
2.665,1.86583975e-01,3.82465946e+05,-9.24841287e-01,2.43638824e-01,3.67889265e+02,2.12768868e-01,3.18491636e+00
2.666,1.86454366e-01,3.82078866e+05,-9.24597329e-01,2.44278479e-01,3.68797665e+02,2.12319930e-01,3.19438222e+00
2.667,1.86324535e-01,3.81690756e+05,-9.24352730e-01,2.44918393e-01,3.69704648e+02,2.11870000e-01,3.20383306e+00
2.668,1.86194483e-01,3.81301617e+05,-9.24107492e-01,2.45558548e-01,3.70610180e+02,2.11419079e-01,3.21326846e+00
2.669,1.86064210e-01,3.80911450e+05,-9.23861613e-01,2.46198923e-01,3.71514229e+02,2.10967172e-01,3.22268797e+00
2.670,1.85933718e-01,3.80520257e+05,-9.23615094e-01,2.46839500e-01,3.72416763e+02,2.10514283e-01,3.23209116e+00
2.671,1.85803008e-01,3.80128040e+05,-9.23367934e-01,2.47480259e-01,3.73317747e+02,2.10060416e-01,3.24147758e+00
2.672,1.85672081e-01,3.79734801e+05,-9.23120133e-01,2.48121182e-01,3.74217151e+02,2.09605575e-01,3.25084679e+00
2.673,1.85540936e-01,3.79340542e+05,-9.22871691e-01,2.48762248e-01,3.75114941e+02,2.09149763e-01,3.26019835e+00
2.674,1.85409577e-01,3.78945265e+05,-9.22622609e-01,2.49403438e-01,3.76011084e+02,2.08692985e-01,3.26953178e+00
2.675,1.85278002e-01,3.78548971e+05,-9.22372885e-01,2.50044733e-01,3.76905548e+02,2.08235245e-01,3.27884666e+00
2.676,1.85146214e-01,3.78151663e+05,-9.22122519e-01,2.50686113e-01,3.77798300e+02,2.07776548e-01,3.28814250e+00
2.677,1.85014213e-01,3.77753343e+05,-9.21871512e-01,2.51327558e-01,3.78689307e+02,2.07316897e-01,3.29741885e+00
2.678,1.84882000e-01,3.77354013e+05,-9.21619864e-01,2.51969048e-01,3.79578537e+02,2.06856296e-01,3.30667525e+00
2.679,1.84749576e-01,3.76953675e+05,-9.21367574e-01,2.52610564e-01,3.80465957e+02,2.06394751e-01,3.31591122e+00
2.680,1.84616943e-01,3.76552332e+05,-9.21114643e-01,2.53252087e-01,3.81351533e+02,2.05932265e-01,3.32512630e+00
2.681,1.84484100e-01,3.76149986e+05,-9.20861070e-01,2.53893595e-01,3.82235234e+02,2.05468842e-01,3.33432001e+00
2.682,1.84351050e-01,3.75746638e+05,-9.20606856e-01,2.54535069e-01,3.83117027e+02,2.05004489e-01,3.34349187e+00
2.683,1.84217793e-01,3.75342292e+05,-9.20352000e-01,2.55176490e-01,3.83996878e+02,2.04539208e-01,3.35264140e+00
2.684,1.84084330e-01,3.74936950e+05,-9.20096503e-01,2.55817837e-01,3.84874756e+02,2.04073006e-01,3.36176811e+00
2.685,1.83950662e-01,3.74530614e+05,-9.19840364e-01,2.56459089e-01,3.85750627e+02,2.03605885e-01,3.37087152e+00
2.686,1.83816790e-01,3.74123287e+05,-9.19583585e-01,2.57100228e-01,3.86624458e+02,2.03137852e-01,3.37995113e+00
2.687,1.83682716e-01,3.73714972e+05,-9.19326164e-01,2.57741232e-01,3.87496217e+02,2.02668911e-01,3.38900646e+00
2.688,1.83548440e-01,3.73305671e+05,-9.19068102e-01,2.58382082e-01,3.88365872e+02,2.02199067e-01,3.39803700e+00
2.689,1.83413964e-01,3.72895386e+05,-9.18809400e-01,2.59022757e-01,3.89233389e+02,2.01728325e-01,3.40704226e+00
2.690,1.83279288e-01,3.72484121e+05,-9.18550057e-01,2.59663236e-01,3.90098736e+02,2.01256689e-01,3.41602173e+00
2.691,1.83144414e-01,3.72071878e+05,-9.18290073e-01,2.60303500e-01,3.90961880e+02,2.00784165e-01,3.42497490e+00
2.692,1.83009343e-01,3.71658660e+05,-9.18029450e-01,2.60943528e-01,3.91822788e+02,2.00310758e-01,3.43390128e+00
2.693,1.82874075e-01,3.71244470e+05,-9.17768186e-01,2.61583300e-01,3.92681428e+02,1.99836474e-01,3.44280034e+00
2.694,1.82738612e-01,3.70829311e+05,-9.17506283e-01,2.62222795e-01,3.93537768e+02,1.99361317e-01,3.45167158e+00
2.695,1.82602955e-01,3.70413185e+05,-9.17243741e-01,2.62861992e-01,3.94391775e+02,1.98885292e-01,3.46051447e+00
2.696,1.82467106e-01,3.69996096e+05,-9.16980559e-01,2.63500872e-01,3.95243416e+02,1.98408406e-01,3.46932850e+00
2.697,1.82331065e-01,3.69578047e+05,-9.16716739e-01,2.64139412e-01,3.96092659e+02,1.97930663e-01,3.47811314e+00
2.698,1.82194833e-01,3.69159041e+05,-9.16452281e-01,2.64777594e-01,3.96939471e+02,1.97452069e-01,3.48686787e+00
2.699,1.82058412e-01,3.68739081e+05,-9.16187184e-01,2.65415395e-01,3.97783820e+02,1.96972629e-01,3.49559216e+00
2.700,1.81921803e-01,3.68318170e+05,-9.15921450e-01,2.66052796e-01,3.98625673e+02,1.96492350e-01,3.50428548e+00
2.701,1.81785007e-01,3.67896312e+05,-9.15655079e-01,2.66689775e-01,3.99464999e+02,1.96011236e-01,3.51294730e+00
2.702,1.81648025e-01,3.67473509e+05,-9.15388071e-01,2.67326312e-01,4.00301765e+02,1.95529294e-01,3.52157708e+00
2.703,1.81510858e-01,3.67049765e+05,-9.15120426e-01,2.67962387e-01,4.01135939e+02,1.95046528e-01,3.53017428e+00
2.704,1.81373508e-01,3.66625084e+05,-9.14852146e-01,2.68597977e-01,4.01967489e+02,1.94562946e-01,3.53873837e+00
2.705,1.81235976e-01,3.66199468e+05,-9.14583231e-01,2.69233062e-01,4.02796382e+02,1.94078553e-01,3.54726879e+00
2.706,1.81098262e-01,3.65772922e+05,-9.14313680e-01,2.69867622e-01,4.03622586e+02,1.93593355e-01,3.55576501e+00
2.707,1.80960369e-01,3.65345448e+05,-9.14043495e-01,2.70501636e-01,4.04446070e+02,1.93107358e-01,3.56422647e+00
2.708,1.80822298e-01,3.64917051e+05,-9.13772677e-01,2.71135082e-01,4.05266801e+02,1.92620568e-01,3.57265263e+00
2.709,1.80684049e-01,3.64487734e+05,-9.13501225e-01,2.71767939e-01,4.06084749e+02,1.92132991e-01,3.58104293e+00
2.710,1.80545624e-01,3.64057501e+05,-9.13229141e-01,2.72400187e-01,4.06899879e+02,1.91644634e-01,3.58939682e+00
2.711,1.80407024e-01,3.63626355e+05,-9.12956425e-01,2.73031805e-01,4.07712162e+02,1.91155502e-01,3.59771375e+00
2.712,1.80268251e-01,3.63194300e+05,-9.12683078e-01,2.73662771e-01,4.08521566e+02,1.90665602e-01,3.60599315e+00
2.713,1.80129306e-01,3.62761339e+05,-9.12409100e-01,2.74293065e-01,4.09328058e+02,1.90174941e-01,3.61423446e+00
2.714,1.79990189e-01,3.62327478e+05,-9.12134492e-01,2.74922665e-01,4.10131608e+02,1.89683525e-01,3.62243712e+00
2.715,1.79850903e-01,3.61892719e+05,-9.11859255e-01,2.75551551e-01,4.10932184e+02,1.89191360e-01,3.63060056e+00
2.716,1.79711449e-01,3.61457067e+05,-9.11583389e-01,2.76179701e-01,4.11729754e+02,1.88698453e-01,3.63872422e+00
2.717,1.79571828e-01,3.61020525e+05,-9.11306896e-01,2.76807094e-01,4.12524287e+02,1.88204811e-01,3.64680753e+00
2.718,1.79432040e-01,3.60583098e+05,-9.11029775e-01,2.77433710e-01,4.13315753e+02,1.87710440e-01,3.65484992e+00
2.719,1.79292089e-01,3.60144789e+05,-9.10752029e-01,2.78059527e-01,4.14104120e+02,1.87215348e-01,3.66285082e+00
2.720,1.79151974e-01,3.59705604e+05,-9.10473657e-01,2.78684523e-01,4.14889357e+02,1.86719540e-01,3.67080964e+00
2.721,1.79011698e-01,3.59265545e+05,-9.10194660e-01,2.79308679e-01,4.15671433e+02,1.86223025e-01,3.67872583e+00
2.722,1.78871261e-01,3.58824617e+05,-9.09915039e-01,2.79931972e-01,4.16450317e+02,1.85725808e-01,3.68659879e+00
2.723,1.78730666e-01,3.58382824e+05,-9.09634796e-01,2.80554382e-01,4.17225980e+02,1.85227898e-01,3.69442795e+00
2.724,1.78589912e-01,3.57940171e+05,-9.09353931e-01,2.81175888e-01,4.17998389e+02,1.84729300e-01,3.70221273e+00
2.725,1.78449003e-01,3.57496662e+05,-9.09072445e-01,2.81796468e-01,4.18767515e+02,1.84230023e-01,3.70995254e+00
2.726,1.78307938e-01,3.57052302e+05,-9.08790338e-01,2.82416101e-01,4.19533328e+02,1.83730073e-01,3.71764681e+00
2.727,1.78166720e-01,3.56607094e+05,-9.08507613e-01,2.83034766e-01,4.20295797e+02,1.83229458e-01,3.72529495e+00
2.728,1.78025350e-01,3.56161044e+05,-9.08224269e-01,2.83652443e-01,4.21054891e+02,1.82728184e-01,3.73289637e+00
2.729,1.77883829e-01,3.55714155e+05,-9.07940308e-01,2.84269110e-01,4.21810582e+02,1.82226261e-01,3.74045048e+00
2.730,1.77742159e-01,3.55266433e+05,-9.07655731e-01,2.84884746e-01,4.22562839e+02,1.81723694e-01,3.74795670e+00
2.731,1.77600341e-01,3.54817882e+05,-9.07370539e-01,2.85499330e-01,4.23311632e+02,1.81220492e-01,3.75541444e+00
2.732,1.77458376e-01,3.54368506e+05,-9.07084733e-01,2.86112840e-01,4.24056932e+02,1.80716662e-01,3.76282311e+00
2.733,1.77316266e-01,3.53918311e+05,-9.06798314e-01,2.86725257e-01,4.24798709e+02,1.80212212e-01,3.77018211e+00
2.734,1.77174013e-01,3.53467301e+05,-9.06511283e-01,2.87336558e-01,4.25536934e+02,1.79707149e-01,3.77749085e+00
2.735,1.77031618e-01,3.53015480e+05,-9.06223641e-01,2.87946724e-01,4.26271577e+02,1.79201481e-01,3.78474873e+00
2.736,1.76889081e-01,3.52562855e+05,-9.05935390e-01,2.88555732e-01,4.27002610e+02,1.78695217e-01,3.79195518e+00
2.737,1.76746406e-01,3.52109429e+05,-9.05646530e-01,2.89163562e-01,4.27730004e+02,1.78188364e-01,3.79910958e+00
2.738,1.76603592e-01,3.51655207e+05,-9.05357063e-01,2.89770193e-01,4.28453729e+02,1.77680929e-01,3.80621135e+00
2.739,1.76460642e-01,3.51200195e+05,-9.05066990e-01,2.90375604e-01,4.29173758e+02,1.77172922e-01,3.81325988e+00
2.740,1.76317558e-01,3.50744397e+05,-9.04776312e-01,2.90979775e-01,4.29890061e+02,1.76664350e-01,3.82025458e+00
2.741,1.76174340e-01,3.50287818e+05,-9.04485031e-01,2.91582684e-01,4.30602611e+02,1.76155222e-01,3.82719486e+00
2.742,1.76030990e-01,3.49830465e+05,-9.04193147e-01,2.92184310e-01,4.31311379e+02,1.75645545e-01,3.83408011e+00
2.743,1.75887509e-01,3.49372341e+05,-9.03900663e-01,2.92784634e-01,4.32016337e+02,1.75135328e-01,3.84090974e+00
2.744,1.75743900e-01,3.48913451e+05,-9.03607578e-01,2.93383633e-01,4.32717457e+02,1.74624579e-01,3.84768315e+00
2.745,1.75600163e-01,3.48453802e+05,-9.03313896e-01,2.93981288e-01,4.33414711e+02,1.74113306e-01,3.85439974e+00
2.746,1.75456300e-01,3.47993398e+05,-9.03019616e-01,2.94577578e-01,4.34108073e+02,1.73601519e-01,3.86105891e+00
2.747,1.75312313e-01,3.47532245e+05,-9.02724741e-01,2.95172482e-01,4.34797514e+02,1.73089226e-01,3.86766006e+00
2.748,1.75168203e-01,3.47070347e+05,-9.02429272e-01,2.95765979e-01,4.35483008e+02,1.72576435e-01,3.87420260e+00
2.749,1.75023972e-01,3.46607711e+05,-9.02133210e-01,2.96358049e-01,4.36164527e+02,1.72063154e-01,3.88068592e+00
2.750,1.74879621e-01,3.46144342e+05,-9.01836556e-01,2.96948672e-01,4.36842045e+02,1.71549394e-01,3.88710943e+00
2.751,1.74735151e-01,3.45680244e+05,-9.01539313e-01,2.97537826e-01,4.37515534e+02,1.71035161e-01,3.89347253e+00
2.752,1.74590565e-01,3.45215425e+05,-9.01241481e-01,2.98125493e-01,4.38184970e+02,1.70520466e-01,3.89977462e+00
2.753,1.74445864e-01,3.44749888e+05,-9.00943062e-01,2.98711650e-01,4.38850324e+02,1.70005317e-01,3.90601511e+00
2.754,1.74301048e-01,3.44283640e+05,-9.00644058e-01,2.99296279e-01,4.39511572e+02,1.69489724e-01,3.91219339e+00
2.755,1.74156121e-01,3.43816687e+05,-9.00344470e-01,2.99879358e-01,4.40168686e+02,1.68973694e-01,3.91830888e+00
2.756,1.74011084e-01,3.43349034e+05,-9.00044300e-01,3.00460868e-01,4.40821643e+02,1.68457238e-01,3.92436096e+00
2.757,1.73865937e-01,3.42880686e+05,-8.99743549e-01,3.01040788e-01,4.41470415e+02,1.67940364e-01,3.93034906e+00
2.758,1.73720683e-01,3.42411650e+05,-8.99442219e-01,3.01619098e-01,4.42114978e+02,1.67423081e-01,3.93627257e+00
2.759,1.73575324e-01,3.41941931e+05,-8.99140311e-01,3.02195779e-01,4.42755307e+02,1.66905399e-01,3.94213090e+00
2.760,1.73429860e-01,3.41471535e+05,-8.98837828e-01,3.02770811e-01,4.43391376e+02,1.66387328e-01,3.94792347e+00
2.761,1.73284293e-01,3.41000468e+05,-8.98534770e-01,3.03344172e-01,4.44023161e+02,1.65868876e-01,3.95364967e+00
2.762,1.73138626e-01,3.40528735e+05,-8.98231140e-01,3.03915845e-01,4.44650638e+02,1.65350053e-01,3.95930892e+00
2.763,1.72992859e-01,3.40056343e+05,-8.97926939e-01,3.04485808e-01,4.45273783e+02,1.64830868e-01,3.96490062e+00
2.764,1.72846994e-01,3.39583298e+05,-8.97622169e-01,3.05054043e-01,4.45892571e+02,1.64311331e-01,3.97042420e+00
2.765,1.72701033e-01,3.39109605e+05,-8.97316832e-01,3.05620530e-01,4.46506978e+02,1.63791452e-01,3.97587906e+00
2.766,1.72554978e-01,3.38635271e+05,-8.97010929e-01,3.06185248e-01,4.47116981e+02,1.63271239e-01,3.98126461e+00
2.767,1.72408829e-01,3.38160302e+05,-8.96704462e-01,3.06748180e-01,4.47722556e+02,1.62750704e-01,3.98658029e+00
2.768,1.72262590e-01,3.37684703e+05,-8.96397433e-01,3.07309305e-01,4.48323681e+02,1.62229856e-01,3.99182549e+00
