T,m,chi,E,Cv,dm/dbeta,binder,dbinder/dbeta
2.769,1.72116260e-01,3.37208481e+05,-8.96089844e-01,3.07868604e-01,4.48920333e+02,1.61708703e-01,3.99699965e+00
2.770,1.71969843e-01,3.36731642e+05,-8.95781696e-01,3.08426058e-01,4.49512488e+02,1.61187258e-01,4.00210218e+00
2.771,1.71823339e-01,3.36254193e+05,-8.95472992e-01,3.08981647e-01,4.50100125e+02,1.60665528e-01,4.00713251e+00
2.772,1.71676750e-01,3.35776139e+05,-8.95163734e-01,3.09535353e-01,4.50683220e+02,1.60143525e-01,4.01209006e+00
2.773,1.71530078e-01,3.35297486e+05,-8.94853922e-01,3.10087158e-01,4.51261753e+02,1.59621258e-01,4.01697426e+00
2.774,1.71383324e-01,3.34818242e+05,-8.94543560e-01,3.10637041e-01,4.51835702e+02,1.59098738e-01,4.02178453e+00
2.775,1.71236491e-01,3.34338412e+05,-8.94232649e-01,3.11184984e-01,4.52405044e+02,1.58575974e-01,4.02652032e+00
2.776,1.71089579e-01,3.33858003e+05,-8.93921191e-01,3.11730968e-01,4.52969759e+02,1.58052977e-01,4.03118106e+00
2.777,1.70942591e-01,3.33377021e+05,-8.93609188e-01,3.12274976e-01,4.53529826e+02,1.57529756e-01,4.03576617e+00
2.778,1.70795528e-01,3.32895472e+05,-8.93296641e-01,3.12816988e-01,4.54085223e+02,1.57006323e-01,4.04027510e+00
2.779,1.70648391e-01,3.32413363e+05,-8.92983554e-01,3.13356986e-01,4.54635932e+02,1.56482688e-01,4.04470730e+00
2.780,1.70501183e-01,3.31930701e+05,-8.92669928e-01,3.13894951e-01,4.55181930e+02,1.55958861e-01,4.04906220e+00
2.781,1.70353905e-01,3.31447492e+05,-8.92355765e-01,3.14430867e-01,4.55723199e+02,1.55434852e-01,4.05333925e+00
2.782,1.70206559e-01,3.30963743e+05,-8.92041067e-01,3.14964713e-01,4.56259719e+02,1.54910672e-01,4.05753790e+00
2.783,1.70059146e-01,3.30479460e+05,-8.91725836e-01,3.15496474e-01,4.56791470e+02,1.54386331e-01,4.06165760e+00
2.784,1.69911668e-01,3.29994649e+05,-8.91410075e-01,3.16026129e-01,4.57318433e+02,1.53861841e-01,4.06569782e+00
2.785,1.69764128e-01,3.29509318e+05,-8.91093785e-01,3.16553663e-01,4.57840589e+02,1.53337211e-01,4.06965800e+00
2.786,1.69616525e-01,3.29023473e+05,-8.90776968e-01,3.17079057e-01,4.58357919e+02,1.52812453e-01,4.07353761e+00
2.787,1.69468863e-01,3.28537121e+05,-8.90459627e-01,3.17602293e-01,4.58870406e+02,1.52287577e-01,4.07733612e+00
2.788,1.69321142e-01,3.28050268e+05,-8.90141764e-01,3.18123355e-01,4.59378030e+02,1.51762594e-01,4.08105299e+00
2.789,1.69173365e-01,3.27562922e+05,-8.89823381e-01,3.18642224e-01,4.59880775e+02,1.51237515e-01,4.08468769e+00
2.790,1.69025533e-01,3.27075089e+05,-8.89504481e-01,3.19158884e-01,4.60378622e+02,1.50712350e-01,4.08823971e+00
2.791,1.68877648e-01,3.26586775e+05,-8.89185064e-01,3.19673318e-01,4.60871555e+02,1.50187110e-01,4.09170851e+00
2.792,1.68729712e-01,3.26097989e+05,-8.88865135e-01,3.20185509e-01,4.61359556e+02,1.49661808e-01,4.09509359e+00
2.793,1.68581726e-01,3.25608735e+05,-8.88544694e-01,3.20695439e-01,4.61842609e+02,1.49136452e-01,4.09839443e+00
2.794,1.68433692e-01,3.25119023e+05,-8.88223745e-01,3.21203092e-01,4.62320697e+02,1.48611055e-01,4.10161051e+00
2.795,1.68285612e-01,3.24628858e+05,-8.87902289e-01,3.21708452e-01,4.62793805e+02,1.48085628e-01,4.10474135e+00
2.796,1.68137486e-01,3.24138247e+05,-8.87580329e-01,3.22211502e-01,4.63261915e+02,1.47560181e-01,4.10778643e+00
2.797,1.67989318e-01,3.23647197e+05,-8.87257867e-01,3.22712226e-01,4.63725014e+02,1.47034726e-01,4.11074525e+00
2.798,1.67841109e-01,3.23155715e+05,-8.86934905e-01,3.23210607e-01,4.64183085e+02,1.46509275e-01,4.11361733e+00
2.799,1.67692861e-01,3.22663809e+05,-8.86611446e-01,3.23706629e-01,4.64636113e+02,1.45983837e-01,4.11640218e+00
2.800,1.67544574e-01,3.22171485e+05,-8.86287492e-01,3.24200277e-01,4.65084085e+02,1.45458425e-01,4.11909930e+00
2.801,1.67396251e-01,3.21678751e+05,-8.85963046e-01,3.24691535e-01,4.65526985e+02,1.44933050e-01,4.12170824e+00
2.802,1.67247894e-01,3.21185613e+05,-8.85638110e-01,3.25180386e-01,4.65964799e+02,1.44407724e-01,4.12422850e+00
2.803,1.67099505e-01,3.20692079e+05,-8.85312686e-01,3.25666817e-01,4.66397515e+02,1.43882457e-01,4.12665962e+00
2.804,1.66951084e-01,3.20198155e+05,-8.84986777e-01,3.26150810e-01,4.66825117e+02,1.43357260e-01,4.12900114e+00
2.805,1.66802634e-01,3.19703849e+05,-8.84660386e-01,3.26632351e-01,4.67247594e+02,1.42832147e-01,4.13125259e+00
2.806,1.66654156e-01,3.19209168e+05,-8.84333513e-01,3.27111424e-01,4.67664931e+02,1.42307127e-01,4.13341352e+00
2.807,1.66505653e-01,3.18714119e+05,-8.84006164e-01,3.27588015e-01,4.68077118e+02,1.41782213e-01,4.13548348e+00
2.808,1.66357125e-01,3.18218709e+05,-8.83678338e-01,3.28062110e-01,4.68484140e+02,1.41257416e-01,4.13746203e+00
2.809,1.66208575e-01,3.17722947e+05,-8.83350040e-01,3.28533692e-01,4.68885988e+02,1.40732747e-01,4.13934873e+00
2.810,1.66060005e-01,3.17226837e+05,-8.83021272e-01,3.29002748e-01,4.69282648e+02,1.40208219e-01,4.14114314e+00
2.811,1.65911415e-01,3.16730389e+05,-8.82692036e-01,3.29469263e-01,4.69674109e+02,1.39683843e-01,4.14284483e+00
2.812,1.65762808e-01,3.16233610e+05,-8.82362334e-01,3.29933223e-01,4.70060362e+02,1.39159630e-01,4.14445339e+00
2.813,1.65614185e-01,3.15736506e+05,-8.82032170e-01,3.30394614e-01,4.70441394e+02,1.38635592e-01,4.14596839e+00
2.814,1.65465549e-01,3.15239085e+05,-8.81701546e-01,3.30853423e-01,4.70817195e+02,1.38111742e-01,4.14738943e+00
2.815,1.65316900e-01,3.14741354e+05,-8.81370464e-01,3.31309634e-01,4.71187756e+02,1.37588090e-01,4.14871610e+00
2.816,1.65168241e-01,3.14243321e+05,-8.81038927e-01,3.31763235e-01,4.71553066e+02,1.37064649e-01,4.14994800e+00
2.817,1.65019573e-01,3.13744993e+05,-8.80706938e-01,3.32214212e-01,4.71913117e+02,1.36541430e-01,4.15108474e+00
2.818,1.64870898e-01,3.13246377e+05,-8.80374500e-01,3.32662552e-01,4.72267899e+02,1.36018445e-01,4.15212593e+00
2.819,1.64722218e-01,3.12747481e+05,-8.80041614e-01,3.33108241e-01,4.72617403e+02,1.35495706e-01,4.15307119e+00
2.820,1.64573534e-01,3.12248312e+05,-8.79708284e-01,3.33551267e-01,4.72961621e+02,1.34973225e-01,4.15392014e+00
2.821,1.64424848e-01,3.11748877e+05,-8.79374512e-01,3.33991617e-01,4.73300545e+02,1.34451014e-01,4.15467242e+00
2.822,1.64276162e-01,3.11249185e+05,-8.79040302e-01,3.34429278e-01,4.73634166e+02,1.33929085e-01,4.15532767e+00
2.823,1.64127477e-01,3.10749242e+05,-8.78705655e-01,3.34864238e-01,4.73962478e+02,1.33407449e-01,4.15588552e+00
2.824,1.63978796e-01,3.10249056e+05,-8.78370574e-01,3.35296484e-01,4.74285474e+02,1.32886119e-01,4.15634564e+00
2.825,1.63830119e-01,3.09748634e+05,-8.78035063e-01,3.35726004e-01,4.74603145e+02,1.32365106e-01,4.15670768e+00
2.826,1.63681449e-01,3.09247984e+05,-8.77699123e-01,3.36152786e-01,4.74915487e+02,1.31844423e-01,4.15697131e+00
2.827,1.63532787e-01,3.08747113e+05,-8.77362758e-01,3.36576818e-01,4.75222492e+02,1.31324081e-01,4.15713619e+00
2.828,1.63384136e-01,3.08246029e+05,-8.77025970e-01,3.36998089e-01,4.75524155e+02,1.30804093e-01,4.15720201e+00
2.829,1.63235496e-01,3.07744739e+05,-8.76688763e-01,3.37416587e-01,4.75820470e+02,1.30284471e-01,4.15716846e+00
2.830,1.63086869e-01,3.07243251e+05,-8.76351138e-01,3.37832300e-01,4.76111433e+02,1.29765226e-01,4.15703522e+00
2.831,1.62938257e-01,3.06741572e+05,-8.76013099e-01,3.38245219e-01,4.76397037e+02,1.29246371e-01,4.15680199e+00
2.832,1.62789662e-01,3.06239710e+05,-8.75674649e-01,3.38655330e-01,4.76677279e+02,1.28727918e-01,4.15646850e+00
2.833,1.62641086e-01,3.05737672e+05,-8.75335789e-01,3.39062625e-01,4.76952154e+02,1.28209878e-01,4.15603444e+00
2.834,1.62492529e-01,3.05235466e+05,-8.74996524e-01,3.39467091e-01,4.77221659e+02,1.27692265e-01,4.15549955e+00
2.835,1.62343995e-01,3.04733100e+05,-8.74656856e-01,3.39868719e-01,4.77485789e+02,1.27175089e-01,4.15486355e+00
2.836,1.62195483e-01,3.04230580e+05,-8.74316788e-01,3.40267499e-01,4.77744542e+02,1.26658364e-01,4.15412619e+00
2.837,1.62046997e-01,3.03727915e+05,-8.73976322e-01,3.40663420e-01,4.77997915e+02,1.26142101e-01,4.15328720e+00
2.838,1.61898538e-01,3.03225112e+05,-8.73635462e-01,3.41056472e-01,4.78245905e+02,1.25626312e-01,4.15234634e+00
2.839,1.61750107e-01,3.02722179e+05,-8.73294210e-01,3.41446645e-01,4.78488510e+02,1.25111009e-01,4.15130338e+00
2.840,1.61601707e-01,3.02219123e+05,-8.72952570e-01,3.41833930e-01,4.78725727e+02,1.24596206e-01,4.15015808e+00
2.841,1.61453338e-01,3.01715951e+05,-8.72610543e-01,3.42218318e-01,4.78957556e+02,1.24081913e-01,4.14891022e+00
2.842,1.61305002e-01,3.01212672e+05,-8.72268134e-01,3.42599799e-01,4.79183995e+02,1.23568142e-01,4.14755958e+00
2.843,1.61156702e-01,3.00709293e+05,-8.71925345e-01,3.42978365e-01,4.79405042e+02,1.23054907e-01,4.14610596e+00
2.844,1.61008439e-01,3.00205821e+05,-8.71582178e-01,3.43354006e-01,4.79620698e+02,1.22542219e-01,4.14454917e+00
2.845,1.60860214e-01,2.99702265e+05,-8.71238638e-01,3.43726713e-01,4.79830963e+02,1.22030090e-01,4.14288900e+00
2.846,1.60712029e-01,2.99198631e+05,-8.70894726e-01,3.44096479e-01,4.80035835e+02,1.21518532e-01,4.14112529e+00
2.847,1.60563885e-01,2.98694927e+05,-8.70550446e-01,3.44463295e-01,4.80235316e+02,1.21007558e-01,4.13925785e+00
2.848,1.60415785e-01,2.98191161e+05,-8.70205800e-01,3.44827152e-01,4.80429407e+02,1.20497179e-01,4.13728652e+00
2.849,1.60267731e-01,2.97687340e+05,-8.69860792e-01,3.45188043e-01,4.80618107e+02,1.19987408e-01,4.13521115e+00
2.850,1.60119722e-01,2.97183472e+05,-8.69515425e-01,3.45545961e-01,4.80801419e+02,1.19478257e-01,4.13303159e+00
2.851,1.59971762e-01,2.96679565e+05,-8.69169701e-01,3.45900897e-01,4.80979345e+02,1.18969738e-01,4.13074769e+00
2.852,1.59823852e-01,2.96175626e+05,-8.68823624e-01,3.46252844e-01,4.81151885e+02,1.18461862e-01,4.12835934e+00
2.853,1.59675993e-01,2.95671662e+05,-8.68477197e-01,3.46601795e-01,4.81319043e+02,1.17954642e-01,4.12586641e+00
2.854,1.59528188e-01,2.95167681e+05,-8.68130422e-01,3.46947742e-01,4.81480822e+02,1.17448091e-01,4.12326878e+00
2.855,1.59380437e-01,2.94663692e+05,-8.67783302e-01,3.47290680e-01,4.81637224e+02,1.16942220e-01,4.12056635e+00
2.856,1.59232743e-01,2.94159700e+05,-8.67435841e-01,3.47630602e-01,4.81788252e+02,1.16437040e-01,4.11775904e+00
2.857,1.59085106e-01,2.93655714e+05,-8.67088042e-01,3.47967500e-01,4.81933910e+02,1.15932565e-01,4.11484675e+00
2.858,1.58937529e-01,2.93151742e+05,-8.66739907e-01,3.48301369e-01,4.82074203e+02,1.15428806e-01,4.11182940e+00
2.859,1.58790013e-01,2.92647790e+05,-8.66391440e-01,3.48632203e-01,4.82209133e+02,1.14925775e-01,4.10870694e+00
2.860,1.58642560e-01,2.92143867e+05,-8.66042644e-01,3.48959996e-01,4.82338707e+02,1.14423484e-01,4.10547930e+00
2.861,1.58495171e-01,2.91639980e+05,-8.65693521e-01,3.49284741e-01,4.82462928e+02,1.13921945e-01,4.10214643e+00
2.862,1.58347848e-01,2.91136136e+05,-8.65344076e-01,3.49606435e-01,4.82581803e+02,1.13421170e-01,4.09870830e+00
2.863,1.58200593e-01,2.90632343e+05,-8.64994310e-01,3.49925070e-01,4.82695336e+02,1.12921171e-01,4.09516487e+00
2.864,1.58053406e-01,2.90128609e+05,-8.64644226e-01,3.50240643e-01,4.82803534e+02,1.12421960e-01,4.09151613e+00
2.865,1.57906291e-01,2.89624941e+05,-8.64293829e-01,3.50553148e-01,4.82906402e+02,1.11923548e-01,4.08776206e+00
2.866,1.57759247e-01,2.89121345e+05,-8.63943121e-01,3.50862581e-01,4.83003947e+02,1.11425948e-01,4.08390266e+00
2.867,1.57612277e-01,2.88617831e+05,-8.63592105e-01,3.51168936e-01,4.83096176e+02,1.10929170e-01,4.07993793e+00
2.868,1.57465382e-01,2.88114405e+05,-8.63240784e-01,3.51472210e-01,4.83183096e+02,1.10433228e-01,4.07586791e+00
2.869,1.57318564e-01,2.87611075e+05,-8.62889162e-01,3.51772398e-01,4.83264715e+02,1.09938133e-01,4.07169260e+00
2.870,1.57171825e-01,2.87107847e+05,-8.62537241e-01,3.52069497e-01,4.83341040e+02,1.09443896e-01,4.06741206e+00
2.871,1.57025165e-01,2.86604731e+05,-8.62185024e-01,3.52363503e-01,4.83412078e+02,1.08950529e-01,4.06302632e+00
2.872,1.56878587e-01,2.86101732e+05,-8.61832515e-01,3.52654411e-01,4.83477840e+02,1.08458045e-01,4.05853544e+00
2.873,1.56732091e-01,2.85598859e+05,-8.61479716e-01,3.52942219e-01,4.83538332e+02,1.07966453e-01,4.05393948e+00
2.874,1.56585680e-01,2.85096118e+05,-8.61126631e-01,3.53226923e-01,4.83593565e+02,1.07475767e-01,4.04923853e+00
2.875,1.56439355e-01,2.84593518e+05,-8.60773263e-01,3.53508521e-01,4.83643547e+02,1.06985997e-01,4.04443266e+00
2.876,1.56293117e-01,2.84091064e+05,-8.60419615e-01,3.53787009e-01,4.83688287e+02,1.06497156e-01,4.03952198e+00
2.877,1.56146969e-01,2.83588766e+05,-8.60065690e-01,3.54062385e-01,4.83727797e+02,1.06009254e-01,4.03450658e+00
2.878,1.56000910e-01,2.83086630e+05,-8.59711491e-01,3.54334646e-01,4.83762086e+02,1.05522303e-01,4.02938658e+00
2.879,1.55854944e-01,2.82584663e+05,-8.59357022e-01,3.54603790e-01,4.83791163e+02,1.05036315e-01,4.02416211e+00
2.880,1.55709071e-01,2.82082872e+05,-8.59002285e-01,3.54869815e-01,4.83815041e+02,1.04551300e-01,4.01883329e+00
2.881,1.55563293e-01,2.81581266e+05,-8.58647283e-01,3.55132720e-01,4.83833730e+02,1.04067271e-01,4.01340028e+00
2.882,1.55417611e-01,2.81079850e+05,-8.58292020e-01,3.55392501e-01,4.83847242e+02,1.03584238e-01,4.00786322e+00
2.883,1.55272027e-01,2.80578633e+05,-8.57936499e-01,3.55649159e-01,4.83855588e+02,1.03102213e-01,4.00222229e+00
2.884,1.55126542e-01,2.80077621e+05,-8.57580723e-01,3.55902691e-01,4.83858779e+02,1.02621207e-01,3.99647765e+00
2.885,1.54981158e-01,2.79576823e+05,-8.57224695e-01,3.56153096e-01,4.83856829e+02,1.02141231e-01,3.99062949e+00
2.886,1.54835876e-01,2.79076244e+05,-8.56868418e-01,3.56400374e-01,4.83849749e+02,1.01662297e-01,3.98467800e+00
2.887,1.54690698e-01,2.78575892e+05,-8.56511895e-01,3.56644523e-01,4.83837553e+02,1.01184414e-01,3.97862338e+00
2.888,1.54545624e-01,2.78075774e+05,-8.56155130e-01,3.56885543e-01,4.83820253e+02,1.00707595e-01,3.97246586e+00
2.889,1.54400657e-01,2.77575897e+05,-8.55798125e-01,3.57123434e-01,4.83797863e+02,1.00231850e-01,3.96620565e+00
2.890,1.54255797e-01,2.77076269e+05,-8.55440884e-01,3.57358195e-01,4.83770396e+02,9.97571908e-02,3.95984298e+00
2.891,1.54111047e-01,2.76576897e+05,-8.55083410e-01,3.57589827e-01,4.83737866e+02,9.92836271e-02,3.95337811e+00
2.892,1.53966408e-01,2.76077786e+05,-8.54725706e-01,3.57818328e-01,4.83700287e+02,9.88111704e-02,3.94681128e+00
2.893,1.53821880e-01,2.75578945e+05,-8.54367774e-01,3.58043701e-01,4.83657675e+02,9.83398311e-02,3.94014275e+00
2.894,1.53677466e-01,2.75080381e+05,-8.54009619e-01,3.58265945e-01,4.83610042e+02,9.78696202e-02,3.93337281e+00
2.895,1.53533166e-01,2.74582100e+05,-8.53651243e-01,3.58485061e-01,4.83557405e+02,9.74005482e-02,3.92650174e+00
2.896,1.53388983e-01,2.74084109e+05,-8.53292650e-01,3.58701050e-01,4.83499778e+02,9.69326258e-02,3.91952982e+00
2.897,1.53244917e-01,2.73586416e+05,-8.52933842e-01,3.58913912e-01,4.83437177e+02,9.64658633e-02,3.91245736e+00
2.898,1.53100970e-01,2.73089026e+05,-8.52574823e-01,3.59123650e-01,4.83369618e+02,9.60002714e-02,3.90528468e+00
2.899,1.52957142e-01,2.72591948e+05,-8.52215596e-01,3.59330264e-01,4.83297117e+02,9.55358604e-02,3.89801210e+00
2.900,1.52813437e-01,2.72095187e+05,-8.51856164e-01,3.59533757e-01,4.83219689e+02,9.50726407e-02,3.89063995e+00
2.901,1.52669854e-01,2.71598752e+05,-8.51496530e-01,3.59734129e-01,4.83137352e+02,9.46106225e-02,3.88316857e+00
2.902,1.52526396e-01,2.71102647e+05,-8.51136697e-01,3.59931383e-01,4.83050121e+02,9.41498160e-02,3.87559833e+00
2.903,1.52383062e-01,2.70606881e+05,-8.50776668e-01,3.60125521e-01,4.82958015e+02,9.36902315e-02,3.86792957e+00
2.904,1.52239856e-01,2.70111460e+05,-8.50416447e-01,3.60316546e-01,4.82861050e+02,9.32318790e-02,3.86016267e+00
2.905,1.52096778e-01,2.69616390e+05,-8.50056036e-01,3.60504459e-01,4.82759243e+02,9.27747685e-02,3.85229802e+00
2.906,1.51953829e-01,2.69121679e+05,-8.49695439e-01,3.60689263e-01,4.82652613e+02,9.23189100e-02,3.84433600e+00
2.907,1.51811010e-01,2.68627332e+05,-8.49334658e-01,3.60870962e-01,4.82541178e+02,9.18643134e-02,3.83627703e+00
2.908,1.51668324e-01,2.68133357e+05,-8.48973698e-01,3.61049558e-01,4.82424954e+02,9.14109884e-02,3.82812150e+00
2.909,1.51525770e-01,2.67639761e+05,-8.48612560e-01,3.61225054e-01,4.82303962e+02,9.09589449e-02,3.81986985e+00
2.910,1.51383351e-01,2.67146549e+05,-8.48251249e-01,3.61397453e-01,4.82178219e+02,9.05081925e-02,3.81152249e+00
2.911,1.51241068e-01,2.66653728e+05,-8.47889766e-01,3.61566760e-01,4.82047745e+02,9.00587409e-02,3.80307988e+00
2.912,1.51098921e-01,2.66161305e+05,-8.47528116e-01,3.61732978e-01,4.81912558e+02,8.96105994e-02,3.79454247e+00
2.913,1.50956913e-01,2.65669286e+05,-8.47166302e-01,3.61896110e-01,4.81772678e+02,8.91637777e-02,3.78591070e+00
2.914,1.50815044e-01,2.65177677e+05,-8.46804325e-01,3.62056162e-01,4.81628124e+02,8.87182851e-02,3.77718505e+00
2.915,1.50673316e-01,2.64686486e+05,-8.46442190e-01,3.62213135e-01,4.81478917e+02,8.82741308e-02,3.76836601e+00
2.916,1.50531729e-01,2.64195718e+05,-8.46079900e-01,3.62367036e-01,4.81325075e+02,8.78313242e-02,3.75945404e+00
2.917,1.50390286e-01,2.63705380e+05,-8.45717457e-01,3.62517869e-01,4.81166620e+02,8.73898744e-02,3.75044967e+00
2.918,1.50248986e-01,2.63215477e+05,-8.45354865e-01,3.62665638e-01,4.81003571e+02,8.69497904e-02,3.74135338e+00
2.919,1.50107832e-01,2.62726017e+05,-8.44992127e-01,3.62810348e-01,4.80835949e+02,8.65110812e-02,3.73216569e+00
2.920,1.49966824e-01,2.62237006e+05,-8.44629245e-01,3.62952004e-01,4.80663776e+02,8.60737558e-02,3.72288714e+00
2.921,1.49825964e-01,2.61748449e+05,-8.44266224e-01,3.63090612e-01,4.80487071e+02,8.56378229e-02,3.71351825e+00
2.922,1.49685253e-01,2.61260353e+05,-8.43903065e-01,3.63226176e-01,4.80305856e+02,8.52032914e-02,3.70405956e+00
2.923,1.49544692e-01,2.60772724e+05,-8.43539773e-01,3.63358701e-01,4.80120153e+02,8.47701699e-02,3.69451164e+00
2.924,1.49404282e-01,2.60285568e+05,-8.43176349e-01,3.63488195e-01,4.79929983e+02,8.43384669e-02,3.68487503e+00
2.925,1.49264024e-01,2.59798891e+05,-8.42812797e-01,3.63614662e-01,4.79735368e+02,8.39081911e-02,3.67515031e+00
2.926,1.49123920e-01,2.59312700e+05,-8.42449121e-01,3.63738108e-01,4.79536329e+02,8.34793507e-02,3.66533805e+00
2.927,1.48983970e-01,2.58826999e+05,-8.42085322e-01,3.63858539e-01,4.79332890e+02,8.30519541e-02,3.65543885e+00
2.928,1.48844176e-01,2.58341796e+05,-8.41721404e-01,3.63975962e-01,4.79125071e+02,8.26260095e-02,3.64545330e+00
2.929,1.48704538e-01,2.57857096e+05,-8.41357371e-01,3.64090383e-01,4.78912897e+02,8.22015252e-02,3.63538200e+00
2.930,1.48565058e-01,2.57372904e+05,-8.40993225e-01,3.64201808e-01,4.78696389e+02,8.17785091e-02,3.62522557e+00
2.931,1.48425737e-01,2.56889228e+05,-8.40628968e-01,3.64310244e-01,4.78475570e+02,8.13569692e-02,3.61498463e+00
2.932,1.48286576e-01,2.56406071e+05,-8.40264605e-01,3.64415699e-01,4.78250463e+02,8.09369135e-02,3.60465980e+00
2.933,1.48147576e-01,2.55923442e+05,-8.39900138e-01,3.64518178e-01,4.78021092e+02,8.05183496e-02,3.59425173e+00
2.934,1.48008737e-01,2.55441344e+05,-8.39535570e-01,3.64617689e-01,4.77787479e+02,8.01012854e-02,3.58376107e+00
2.935,1.47870062e-01,2.54959784e+05,-8.39170904e-01,3.64714239e-01,4.77549649e+02,7.96857283e-02,3.57318846e+00
2.936,1.47731551e-01,2.54478767e+05,-8.38806142e-01,3.64807835e-01,4.77307624e+02,7.92716860e-02,3.56253456e+00
2.937,1.47593205e-01,2.53998299e+05,-8.38441289e-01,3.64898486e-01,4.77061429e+02,7.88591658e-02,3.55180006e+00
2.938,1.47455025e-01,2.53518386e+05,-8.38076346e-01,3.64986198e-01,4.76811088e+02,7.84481751e-02,3.54098563e+00
2.939,1.47317012e-01,2.53039033e+05,-8.37711318e-01,3.65070980e-01,4.76556625e+02,7.80387211e-02,3.53009194e+00
2.940,1.47179167e-01,2.52560246e+05,-8.37346205e-01,3.65152839e-01,4.76298064e+02,7.76308110e-02,3.51911971e+00
2.941,1.47041492e-01,2.52082029e+05,-8.36981013e-01,3.65231784e-01,4.76035429e+02,7.72244517e-02,3.50806963e+00
2.942,1.46903986e-01,2.51604389e+05,-8.36615743e-01,3.65307822e-01,4.75768745e+02,7.68196503e-02,3.49694240e+00
2.943,1.46766652e-01,2.51127331e+05,-8.36250398e-01,3.65380962e-01,4.75498036e+02,7.64164135e-02,3.48573875e+00
2.944,1.46629489e-01,2.50650860e+05,-8.35884982e-01,3.65451213e-01,4.75223329e+02,7.60147481e-02,3.47445940e+00
2.945,1.46492500e-01,2.50174982e+05,-8.35519497e-01,3.65518582e-01,4.74944646e+02,7.56146608e-02,3.46310508e+00
2.946,1.46355684e-01,2.49699701e+05,-8.35153946e-01,3.65583080e-01,4.74662014e+02,7.52161580e-02,3.45167653e+00
2.947,1.46219043e-01,2.49225023e+05,-8.34788331e-01,3.65644714e-01,4.74375458e+02,7.48192464e-02,3.44017449e+00
2.948,1.46082578e-01,2.48750953e+05,-8.34422657e-01,3.65703493e-01,4.74085002e+02,7.44239321e-02,3.42859971e+00
2.949,1.45946289e-01,2.48277497e+05,-8.34056925e-01,3.65759427e-01,4.73790673e+02,7.40302215e-02,3.41695296e+00
2.950,1.45810178e-01,2.47804659e+05,-8.33691139e-01,3.65812524e-01,4.73492496e+02,7.36381207e-02,3.40523501e+00
2.951,1.45674246e-01,2.47332444e+05,-8.33325301e-01,3.65862795e-01,4.73190496e+02,7.32476358e-02,3.39344661e+00
2.952,1.45538492e-01,2.46860857e+05,-8.32959415e-01,3.65910248e-01,4.72884700e+02,7.28587726e-02,3.38158856e+00
2.953,1.45402919e-01,2.46389904e+05,-8.32593482e-01,3.65954893e-01,4.72575133e+02,7.24715370e-02,3.36966164e+00
2.954,1.45267527e-01,2.45919589e+05,-8.32227506e-01,3.65996740e-01,4.72261821e+02,7.20859348e-02,3.35766664e+00
2.955,1.45132317e-01,2.45449918e+05,-8.31861489e-01,3.66035798e-01,4.71944791e+02,7.17019716e-02,3.34560436e+00
2.956,1.44997289e-01,2.44980894e+05,-8.31495435e-01,3.66072077e-01,4.71624068e+02,7.13196529e-02,3.33347560e+00
2.957,1.44862446e-01,2.44512523e+05,-8.31129346e-01,3.66105588e-01,4.71299679e+02,7.09389842e-02,3.32128117e+00
2.958,1.44727786e-01,2.44044809e+05,-8.30763225e-01,3.66136341e-01,4.70971650e+02,7.05599706e-02,3.30902189e+00
2.959,1.44593312e-01,2.43577758e+05,-8.30397074e-01,3.66164345e-01,4.70640008e+02,7.01826176e-02,3.29669859e+00
2.960,1.44459024e-01,2.43111374e+05,-8.30030897e-01,3.66189611e-01,4.70304778e+02,6.98069301e-02,3.28431208e+00
2.961,1.44324922e-01,2.42645661e+05,-8.29664696e-01,3.66212149e-01,4.69965989e+02,6.94329132e-02,3.27186321e+00
2.962,1.44191009e-01,2.42180624e+05,-8.29298474e-01,3.66231970e-01,4.69623666e+02,6.90605718e-02,3.25935281e+00
2.963,1.44057283e-01,2.41716268e+05,-8.28932233e-01,3.66249085e-01,4.69277836e+02,6.86899106e-02,3.24678172e+00
2.964,1.43923747e-01,2.41252597e+05,-8.28565976e-01,3.66263504e-01,4.68928527e+02,6.83209344e-02,3.23415080e+00
2.965,1.43790401e-01,2.40789615e+05,-8.28199707e-01,3.66275238e-01,4.68575764e+02,6.79536476e-02,3.22146090e+00
